transaction_id,customer_id,date,total_items,unique_items,total_sales,discounted_sales,browsing_duration,number_of_clicks,age,gender,region,marital_status,education,household_income,loyalty_card,loyalty_points,month,transaction_status
TRID_28061,CID_10965,2020-01-18,5,2,13.92,5.42,7.53,15,19,Female,Suburban,Single,Post-Graduate,31000.0,No,0.0,January,True
TRID_23467,CID_10229,2020-01-30,4,3,10.96,6.12,5.31,11,60,Female,Urban,Civil partnered,Post-Graduate,66500.0,Yes,3.0,January,True
TRID_97015,CID_14690,2020-01-09,3,3,7.36,6.26,3.66,9,51,Female,Suburban,Single,Post-Graduate,64500.0,No,0.0,January,True
TRID_98018,CID_10660,2020-01-01,3,2,26.96,5.96,6.04,11,47,Female,Rural,Divorced,Graduate,24500.0,No,0.0,January,True
TRID_63533,CID_7757,2020-02-20,8,4,15.52,9.76,7.5,14,45,Female,Suburban,Divorced,High School,68000.0,No,0.0,February,False
TRID_8642,CID_9547,2020-02-10,11,4,17.28,9.4,4.86,9,31,Male,Suburban,Divorced,Post-Graduate,79000.0,Yes,28.0,February,True
TRID_90807,CID_9547,2020-01-30,12,2,7.84,5.9,8.21,17,31,Male,Suburban,Divorced,Post-Graduate,79000.0,Yes,28.0,January,True
TRID_73444,CID_12998,2020-01-12,7,2,4.96,4.06,4.78,9,18,Female,Suburban,Single,Graduate,42500.0,Yes,23.0,January,True
TRID_32333,CID_11868,2020-03-07,5,3,21.12,7.81,6.09,13,23,Female,Urban,Married,High School,11000.0,No,0.0,March,False
TRID_9299,CID_6406,2020-02-09,4,3,12.96,7.22,7.83,15,74,Female,Rural,Married,Post-Graduate,70500.0,Yes,21.0,February,True
TRID_865,CID_7720,2020-01-23,10,5,11.12,10.41,4.65,11,61,Female,Suburban,Single,Graduate,43500.0,Yes,29.0,January,True
TRID_84375,CID_10296,2020-01-16,6,4,16.48,8.78,5.47,10,75,Male,Suburban,Divorced,Graduate,23500.0,No,0.0,January,True
TRID_73947,CID_14235,2020-01-15,7,3,17.36,7.26,8.09,15,45,Female,Rural,Single,unknown,61000.0,Yes,30.0,January,True
TRID_87629,CID_10203,2020-01-05,11,1,9.28,3.26,3.91,8,68,Female,Suburban,Married,unknown,66500.0,Yes,9.0,January,True
TRID_5045,CID_5670,2020-02-24,6,5,18.32,11.22,7.48,15,25,Male,Suburban,Married,Graduate,57000.0,Yes,8.0,February,True
TRID_17257,CID_12557,2020-02-17,6,2,6.8,5.69,4.92,10,69,Female,Suburban,Single,Graduate,15000.0,No,0.0,February,False
TRID_33632,CID_12394,2020-02-15,3,2,25.92,5.68,7.71,15,49,Male,Suburban,Widowed,Graduate,20500.0,No,0.0,February,True
TRID_69251,CID_12756,2020-03-13,3,2,6.4,5.72,7.48,15,71,Male,Suburban,Married,Graduate,68500.0,No,0.0,March,True
TRID_96982,CID_6143,2020-02-15,6,4,21.2,8.7,6.21,12,41,Female,Suburban,Married,High School,83000.0,No,0.0,February,False
TRID_49104,CID_6143,2020-02-12,11,5,11.44,11.17,6.65,11,41,Female,Suburban,Married,High School,83000.0,No,0.0,February,True
TRID_80747,CID_10800,2020-01-20,6,4,9.36,8.04,8.49,16,25,Female,Rural,Married,Post-Graduate,16000.0,Yes,17.0,January,True
TRID_49239,CID_7534,2020-03-15,5,4,15.2,9.01,7.54,14,75,Male,Urban,Married,High School,74000.0,Yes,12.0,March,False
TRID_95919,CID_7506,2020-02-16,6,4,11.36,9.1,7.97,14,63,Female,Rural,Divorced,High School,89500.0,No,0.0,February,False
TRID_84870,CID_6098,2020-03-17,8,4,14.24,9.33,6.06,12,47,Female,Urban,Married,High School,61500.0,No,0.0,March,False
TRID_90824,CID_5976,2020-03-03,6,4,16.88,9.76,7.97,15,29,Male,Urban,Divorced,Graduate,18500.0,No,0.0,March,True
TRID_83519,CID_10100,2020-03-03,2,1,10.72,3.93,6.58,14,52,Female,Suburban,Divorced,Graduate,41500.0,Yes,14.0,March,True
TRID_42618,CID_11136,2020-03-13,5,4,13.28,8.63,7.03,13,24,Female,Suburban,Divorced,High School,56500.0,No,0.0,March,False
TRID_18008,CID_7276,2020-03-03,3,3,11.6,7.51,7.14,15,29,Female,Suburban,Divorced,Graduate,24500.0,Yes,32.0,March,True
TRID_91746,CID_7276,2020-03-18,5,3,27.6,7.26,2.72,6,29,Female,Suburban,Divorced,Graduate,24500.0,Yes,32.0,March,True
TRID_79742,CID_7624,2020-03-19,4,2,21.52,5.58,2.75,7,25,Male,Urban,Single,unknown,15500.0,No,0.0,March,True
TRID_26839,CID_13071,2020-01-19,9,3,7.68,7.55,6.37,11,45,Male,Rural,Single,High School,51500.0,No,0.0,January,False
TRID_41138,CID_13071,2020-03-07,8,3,19.36,6.4,6.48,11,45,Male,Rural,Single,High School,51500.0,No,0.0,March,False
TRID_98773,CID_13254,2020-03-27,6,2,8.64,5.89,4.7,9,23,Male,Suburban,Widowed,Graduate,42000.0,No,0.0,March,False
TRID_34882,CID_13254,2020-03-25,4,3,24.08,7.71,8.18,16,23,Male,Suburban,Widowed,Graduate,42000.0,No,0.0,March,False
TRID_44271,CID_14001,2020-03-30,6,3,20.72,7.4,5.28,11,39,Male,Rural,Single,High School,6500.0,No,0.0,March,False
TRID_426,CID_14720,2020-01-11,6,3,27.44,6.91,3.95,8,34,Male,Rural,Single,Graduate,71000.0,No,0.0,January,True
TRID_70075,CID_8915,2020-02-27,7,3,10.24,7.93,4.75,10,62,Female,Urban,Married,Graduate,70000.0,No,0.0,February,True
TRID_40494,CID_7114,2020-01-08,7,3,14.96,7.64,4.99,10,34,Female,Urban,Single,Graduate,84500.0,Yes,17.0,January,True
TRID_21976,CID_12074,2020-01-27,4,4,18.56,8.44,5.37,10,72,Female,Rural,Married,Graduate,12000.0,Yes,32.0,January,True
TRID_79019,CID_6385,2020-01-05,6,4,19.68,9.74,5.61,11,44,Female,Suburban,Married,Graduate,42000.0,No,0.0,January,True
TRID_98936,CID_10806,2020-03-04,4,4,18.0,8.14,4.12,9,36,Female,Suburban,Divorced,Graduate,43500.0,Yes,18.0,March,True
TRID_31469,CID_10563,2020-02-01,4,4,20.96,8.35,7.53,14,38,Female,Suburban,Divorced,Graduate,23500.0,No,0.0,February,False
TRID_51194,CID_14466,2020-01-10,2,2,23.36,5.41,5.07,10,50,Male,Rural,Single,Graduate,24500.0,No,0.0,January,True
TRID_80330,CID_10192,2020-03-07,4,4,14.48,8.58,3.64,8,58,Male,Rural,Single,Post-Graduate,36000.0,No,0.0,March,True
TRID_47820,CID_12487,2020-02-06,9,3,9.04,7.24,5.43,11,44,Female,Urban,Married,Post-Graduate,78500.0,Yes,9.0,February,True
TRID_5598,CID_14241,2020-03-09,6,2,17.36,5.77,2.78,7,23,Female,Urban,Married,Post-Graduate,52500.0,No,0.0,March,True
TRID_26092,CID_9502,2020-03-01,5,4,11.12,8.2,7.62,14,31,Female,Urban,Civil partnered,High School,24000.0,Yes,5.0,March,False
TRID_84378,CID_6563,2020-01-03,7,4,13.04,9.36,7.03,14,45,Female,Urban,Divorced,Graduate,34000.0,No,0.0,January,True
TRID_65794,CID_6563,2020-01-02,8,3,12.32,7.26,6.05,13,45,Female,Urban,Divorced,Graduate,34000.0,No,0.0,January,True
TRID_44914,CID_14869,2020-02-25,4,3,12.64,6.54,5.27,11,42,Female,Rural,Married,Post-Graduate,41000.0,No,0.0,February,True
TRID_5683,CID_14869,2020-01-30,6,3,9.84,6.35,6.36,12,42,Female,Rural,Married,Post-Graduate,41000.0,No,0.0,January,True
TRID_38732,CID_11618,2020-01-13,2,2,11.12,5.83,7.57,15,64,Male,Suburban,Divorced,High School,40000.0,No,0.0,January,False
TRID_32312,CID_5604,2020-03-06,5,3,12.24,6.86,5.04,11,27,Female,Rural,Single,Graduate,65500.0,No,0.0,March,True
TRID_83986,CID_8716,2020-01-08,5,3,8.56,7.08,7.01,15,30,Female,Suburban,Divorced,unknown,67500.0,No,0.0,January,True
TRID_79526,CID_12142,2020-01-22,4,4,15.52,9.33,5.11,11,47,Male,Suburban,Married,Graduate,88000.0,No,0.0,January,True
TRID_31896,CID_12142,2020-03-20,4,1,9.6,3.87,7.09,14,47,Male,Suburban,Married,Graduate,88000.0,No,0.0,March,True
TRID_9336,CID_12142,2020-02-06,2,2,15.68,5.02,4.47,10,47,Male,Suburban,Married,Graduate,88000.0,No,0.0,February,True
TRID_38579,CID_12142,2020-02-06,5,2,6.16,5.68,6.33,12,47,Male,Suburban,Married,Graduate,88000.0,No,0.0,February,True
TRID_49935,CID_13437,2020-03-21,12,3,12.96,7.55,3.49,8,37,Female,Suburban,Married,High School,31500.0,No,0.0,March,True
TRID_81498,CID_8108,2020-02-29,3,3,11.52,7.6,6.65,13,47,Female,Suburban,Widowed,High School,68000.0,Yes,35.0,February,False
TRID_67170,CID_8108,2020-01-02,11,4,10.08,8.96,6.58,14,47,Female,Suburban,Widowed,High School,68000.0,Yes,35.0,January,True
TRID_82190,CID_10766,2020-02-16,5,2,8.0,5.58,7.0,13,66,Female,Urban,Divorced,Post-Graduate,36500.0,No,0.0,February,False
TRID_53436,CID_10766,2020-02-12,6,2,8.32,5.85,4.8,10,66,Female,Urban,Divorced,Post-Graduate,36500.0,No,0.0,February,False
TRID_13148,CID_14364,2020-01-29,7,4,16.56,8.98,3.53,8,44,Male,Urban,Divorced,Graduate,6000.0,No,0.0,January,True
TRID_46467,CID_14364,2020-03-09,6,2,9.2,5.8,6.42,13,44,Male,Urban,Divorced,Graduate,6000.0,No,0.0,March,True
TRID_72609,CID_8155,2020-03-11,3,3,13.68,7.74,6.85,14,41,Female,Urban,Divorced,Graduate,49000.0,No,0.0,March,True
TRID_73543,CID_12488,2020-01-31,3,3,7.84,7.4,3.78,8,60,Male,Suburban,Widowed,Graduate,46500.0,No,0.0,January,False
TRID_18060,CID_13576,2020-02-28,2,2,18.88,4.66,6.14,13,19,Female,Suburban,Divorced,High School,42000.0,Yes,23.0,February,False
TRID_4847,CID_13527,2020-01-19,5,1,18.64,3.78,1.56,4,51,Male,Urban,Divorced,Graduate,44000.0,No,0.0,January,True
TRID_87877,CID_13527,2020-03-08,6,4,11.28,8.71,3.25,5,51,Male,Urban,Divorced,Graduate,44000.0,No,0.0,March,True
TRID_8903,CID_10532,2020-03-06,4,2,20.48,5.51,10.1,18,36,Female,Rural,Married,Post-Graduate,38000.0,No,0.0,March,True
TRID_44734,CID_13707,2020-02-19,5,4,15.52,8.27,10.04,19,73,Male,Suburban,Single,Graduate,49500.0,Yes,16.0,February,False
TRID_33210,CID_13984,2020-01-13,4,4,9.36,8.54,7.2,14,28,Female,Suburban,Divorced,Graduate,88500.0,No,0.0,January,True
TRID_24505,CID_6025,2020-03-12,8,3,10.16,7.63,5.1,11,52,Male,Urban,Single,Post-Graduate,50500.0,No,0.0,March,True
TRID_68933,CID_6025,2020-02-22,2,2,9.92,5.77,6.93,14,52,Male,Urban,Single,Post-Graduate,50500.0,No,0.0,February,False
TRID_26464,CID_9951,2020-03-27,3,2,8.88,5.43,5.09,11,46,Female,Suburban,Married,High School,25000.0,Yes,14.0,March,False
TRID_82117,CID_10465,2020-02-29,4,3,20.16,6.2,7.75,14,47,Male,Suburban,Widowed,unknown,26000.0,No,0.0,February,False
TRID_71421,CID_8813,2020-02-25,5,2,12.96,5.46,5.73,11,20,Male,Suburban,Civil partnered,High School,69500.0,Yes,24.0,February,False
TRID_17051,CID_8813,2020-01-22,3,2,24.16,5.58,3.1,7,20,Male,Suburban,Civil partnered,High School,69500.0,Yes,24.0,January,False
TRID_38171,CID_10416,2020-01-10,2,2,13.6,5.91,7.08,14,35,Female,Suburban,Single,Post-Graduate,73500.0,No,0.0,January,True
TRID_64831,CID_6416,2020-01-09,4,3,9.28,7.53,8.18,17,22,Male,Suburban,Married,Graduate,18500.0,Yes,0.0,January,True
TRID_78448,CID_7698,2020-01-11,5,5,16.88,10.57,6.82,14,71,Male,Rural,Widowed,High School,7000.0,Yes,20.0,January,False
TRID_65143,CID_14769,2020-01-05,7,3,11.68,7.48,4.11,10,56,Female,Rural,Married,Graduate,19500.0,No,0.0,January,True
TRID_86249,CID_8185,2020-02-13,8,4,14.32,9.02,5.08,9,18,Female,Suburban,Single,Post-Graduate,14000.0,Yes,27.0,February,False
TRID_45887,CID_12115,2020-01-09,4,4,10.16,8.97,5.69,11,39,Female,Suburban,Single,Graduate,77000.0,No,0.0,January,True
TRID_52424,CID_14133,2020-03-18,6,3,20.4,6.57,3.46,8,27,Female,Urban,Single,Graduate,36500.0,Yes,17.0,March,True
TRID_50969,CID_11653,2020-03-29,8,2,19.28,5.69,2.87,7,65,Female,Suburban,Single,High School,25000.0,Yes,7.0,March,False
TRID_18594,CID_9376,2020-01-31,5,4,11.12,8.24,6.51,12,67,Male,Rural,Widowed,Graduate,29500.0,Yes,30.0,January,False
TRID_60430,CID_11517,2020-03-04,2,2,12.64,4.22,7.98,16,38,Male,Suburban,Divorced,Graduate,52500.0,No,0.0,March,True
TRID_20460,CID_11411,2020-01-15,9,4,10.88,9.67,2.71,6,32,Male,Suburban,Single,Post-Graduate,72500.0,Yes,14.0,January,True
TRID_84873,CID_8149,2020-02-17,4,3,10.16,7.83,4.82,11,38,Male,Suburban,Divorced,High School,12000.0,No,0.0,February,False
TRID_13414,CID_7337,2020-01-04,2,2,22.0,5.17,4.89,10,38,Male,Suburban,Divorced,Graduate,58000.0,No,0.0,January,True
TRID_35922,CID_7337,2020-01-31,4,3,10.88,7.39,4.7,10,38,Male,Suburban,Divorced,Graduate,58000.0,No,0.0,January,True
TRID_17910,CID_13033,2020-03-27,3,2,24.16,4.41,6.69,13,69,Male,Suburban,Single,Graduate,59500.0,Yes,15.0,March,True
TRID_10876,CID_13819,2020-03-14,4,4,15.92,8.12,6.94,14,65,Female,Rural,Married,Graduate,5500.0,Yes,5.0,March,True
TRID_81263,CID_13819,2020-01-09,5,3,11.76,7.42,5.63,11,65,Female,Rural,Married,Graduate,5500.0,Yes,5.0,January,True
TRID_41554,CID_14796,2020-02-13,4,4,13.68,8.49,4.38,8,28,Male,Suburban,Widowed,Post-Graduate,52000.0,No,0.0,February,False
TRID_91513,CID_12077,2020-03-05,7,4,18.48,8.69,6.97,13,56,Female,Suburban,Married,Graduate,41000.0,Yes,12.0,March,True
TRID_6337,CID_12077,2020-03-16,5,5,13.52,11.68,4.51,9,56,Female,Suburban,Married,Graduate,41000.0,Yes,12.0,March,True
TRID_52805,CID_12348,2020-03-10,6,3,9.76,7.05,9.97,19,47,Female,Suburban,Divorced,Post-Graduate,26000.0,No,0.0,March,True
TRID_89099,CID_14255,2020-02-24,6,4,10.64,9.77,5.22,10,33,Female,Suburban,Widowed,High School,71000.0,Yes,28.0,February,False
TRID_83744,CID_14255,2020-01-19,4,3,11.76,7.41,6.87,13,33,Female,Suburban,Widowed,High School,71000.0,Yes,28.0,January,False
TRID_63509,CID_5588,2020-02-27,2,2,9.92,4.05,4.29,9,61,Male,Suburban,Married,High School,14000.0,No,0.0,February,False
TRID_48210,CID_14555,2020-01-18,6,4,15.12,8.01,9.23,18,32,Male,Rural,Divorced,Graduate,36500.0,No,0.0,January,True
TRID_38720,CID_13070,2020-02-08,3,2,18.08,5.04,5.03,10,66,Female,Suburban,Married,Graduate,31500.0,No,0.0,February,True
TRID_37204,CID_7958,2020-02-26,3,2,14.88,5.64,4.75,10,56,Female,Suburban,Single,Post-Graduate,19000.0,No,0.0,February,False
TRID_9323,CID_7097,2020-01-14,10,2,11.52,5.47,8.69,18,30,Male,Rural,Single,unknown,6500.0,Yes,14.0,January,True
TRID_75688,CID_8500,2020-02-09,10,3,7.36,7.08,6.13,10,59,Male,Suburban,Married,Post-Graduate,86000.0,Yes,41.0,February,True
TRID_29988,CID_9018,2020-01-12,15,1,17.04,3.87,8.28,16,51,Female,Suburban,Single,unknown,32000.0,No,0.0,January,True
TRID_7349,CID_10145,2020-03-23,4,3,12.48,7.17,7.33,14,60,Female,Suburban,Married,High School,88000.0,Yes,17.0,March,False
TRID_90815,CID_10145,2020-02-23,3,2,14.56,4.87,4.1,8,60,Female,Suburban,Married,High School,88000.0,Yes,17.0,February,False
TRID_29830,CID_14785,2020-02-25,9,4,9.68,8.32,5.69,11,47,Male,Suburban,Married,High School,64000.0,Yes,2.0,February,False
TRID_74869,CID_8950,2020-03-07,5,3,7.84,7.4,9.58,18,29,Female,Suburban,Married,Graduate,12500.0,No,0.0,March,True
TRID_52603,CID_8950,2020-03-25,9,3,15.68,7.12,7.71,14,29,Female,Suburban,Married,Graduate,12500.0,No,0.0,March,True
TRID_51057,CID_8279,2020-02-20,8,1,11.28,3.26,4.58,9,56,Male,Rural,Married,Graduate,62000.0,No,0.0,February,True
TRID_12801,CID_8279,2020-01-08,3,3,11.44,6.69,6.16,13,56,Male,Rural,Married,Graduate,62000.0,No,0.0,January,True
TRID_6108,CID_10860,2020-03-26,3,2,22.96,5.87,3.88,10,71,Female,Urban,Civil partnered,High School,54500.0,No,0.0,March,False
TRID_60924,CID_10860,2020-01-16,2,2,15.6,5.58,6.25,13,71,Female,Urban,Civil partnered,High School,54500.0,No,0.0,January,False
TRID_98363,CID_12744,2020-03-09,11,2,8.56,5.93,4.69,11,59,Male,Rural,Married,High School,34500.0,No,0.0,March,True
TRID_96450,CID_13077,2020-03-11,4,2,15.52,5.88,8.07,15,19,Male,Suburban,Married,Graduate,27500.0,Yes,32.0,March,True
TRID_22739,CID_13093,2020-03-23,7,3,8.4,7.51,1.19,4,28,Female,Urban,Single,High School,49500.0,No,0.0,March,False
TRID_17760,CID_8162,2020-02-18,3,2,5.84,4.62,3.33,8,47,Male,Rural,Married,Graduate,39000.0,Yes,1.0,February,True
TRID_1974,CID_8162,2020-03-24,5,2,7.6,4.22,6.23,12,47,Male,Rural,Married,Graduate,39000.0,Yes,1.0,March,True
TRID_63250,CID_9226,2020-02-10,12,3,16.64,7.66,5.11,10,25,Female,Suburban,Single,Post-Graduate,51000.0,Yes,15.0,February,True
TRID_12525,CID_7434,2020-02-27,5,3,10.72,6.95,8.17,17,37,Male,Rural,Divorced,Graduate,40000.0,No,0.0,February,False
TRID_96187,CID_13934,2020-03-18,5,3,6.88,6.45,8.32,17,57,Male,Suburban,Single,Graduate,18500.0,No,0.0,March,True
TRID_44361,CID_7269,2020-02-12,5,3,16.88,7.48,5.43,12,36,Female,Suburban,Married,Post-Graduate,34000.0,No,0.0,February,True
TRID_18681,CID_12118,2020-01-21,7,3,9.28,7.02,3.69,9,46,Male,Suburban,Married,Graduate,30500.0,No,0.0,January,True
TRID_42099,CID_12476,2020-01-30,7,3,20.64,6.27,6.22,13,59,Female,Suburban,Divorced,Graduate,27000.0,No,0.0,January,True
TRID_61984,CID_5688,2020-02-12,4,3,11.92,6.3,2.3,6,53,Male,Suburban,Married,Graduate,51500.0,Yes,49.0,February,True
TRID_91495,CID_7864,2020-01-13,4,2,8.8,5.44,4.69,8,30,Female,Rural,Single,unknown,26500.0,Yes,8.0,January,True
TRID_16318,CID_7897,2020-02-07,3,3,18.48,6.95,5.77,12,64,Female,Urban,Single,High School,89000.0,Yes,2.0,February,False
TRID_74,CID_5684,2020-03-11,4,3,9.76,7.96,7.53,14,58,Female,Suburban,Married,Graduate,63500.0,Yes,1.0,March,True
TRID_57575,CID_5684,2020-01-20,7,4,11.44,8.86,3.53,7,58,Female,Suburban,Married,Graduate,63500.0,Yes,1.0,January,True
TRID_61953,CID_12347,2020-03-24,7,3,25.36,6.62,5.13,10,52,Female,Suburban,Widowed,Graduate,9500.0,No,0.0,March,True
TRID_86076,CID_12347,2020-03-28,12,4,20.32,9.15,3.38,8,52,Female,Suburban,Widowed,Graduate,9500.0,No,0.0,March,True
TRID_75724,CID_7784,2020-03-03,6,2,17.04,4.28,4.72,11,70,Female,Rural,Divorced,unknown,12500.0,No,0.0,March,True
TRID_79291,CID_8623,2020-01-25,3,3,9.12,7.8,4.58,8,33,Male,Rural,Married,Graduate,89500.0,No,0.0,January,True
TRID_54355,CID_8623,2020-01-08,2,2,8.16,5.15,6.45,13,33,Male,Rural,Married,Graduate,89500.0,No,0.0,January,True
TRID_19748,CID_7324,2020-01-09,4,1,14.72,3.98,6.04,12,69,Female,Suburban,Married,Graduate,38000.0,Yes,33.0,January,True
TRID_35133,CID_6598,2020-02-12,7,4,17.2,9.28,8.13,16,69,Male,Suburban,Single,High School,85500.0,No,0.0,February,False
TRID_39756,CID_11028,2020-02-17,5,4,20.48,9.47,4.91,12,65,Male,Suburban,Married,Graduate,60500.0,Yes,55.0,February,True
TRID_8495,CID_11028,2020-02-17,5,4,16.48,8.35,7.5,14,65,Male,Suburban,Married,Graduate,60500.0,Yes,55.0,February,True
TRID_80983,CID_11452,2020-02-01,4,3,16.0,6.33,7.7,14,62,Female,Urban,Married,High School,17000.0,Yes,11.0,February,False
TRID_79465,CID_11452,2020-02-05,4,3,13.76,7.0,5.22,10,62,Female,Urban,Married,High School,17000.0,Yes,11.0,February,False
TRID_5451,CID_11672,2020-03-17,4,3,7.36,6.02,7.82,14,59,Male,Suburban,Married,Post-Graduate,35000.0,No,0.0,March,True
TRID_70358,CID_11672,2020-02-11,6,3,8.96,6.36,5.19,12,59,Male,Suburban,Married,Post-Graduate,35000.0,No,0.0,February,True
TRID_55506,CID_14135,2020-02-28,5,1,6.88,3.51,5.22,10,31,Female,Urban,Married,unknown,16000.0,No,0.0,February,True
TRID_32811,CID_14135,2020-02-09,4,2,8.96,5.76,5.44,11,31,Female,Urban,Married,unknown,16000.0,No,0.0,February,True
TRID_91073,CID_10709,2020-02-29,3,2,17.12,5.0,3.5,8,65,Male,Suburban,Single,Graduate,73500.0,Yes,10.0,February,False
TRID_43949,CID_10317,2020-01-10,4,3,13.84,6.46,6.24,11,46,Female,Urban,Single,unknown,9000.0,Yes,9.0,January,True
TRID_2568,CID_8764,2020-01-18,8,4,12.96,9.99,7.78,14,60,Female,Suburban,Single,High School,77500.0,Yes,1.0,January,False
TRID_57428,CID_10132,2020-01-19,8,1,17.76,3.37,6.65,14,70,Female,Suburban,Civil partnered,Graduate,45500.0,No,0.0,January,True
TRID_31418,CID_13069,2020-02-13,5,3,7.52,7.13,7.44,13,21,Female,Suburban,Single,unknown,61500.0,No,0.0,February,False
TRID_79420,CID_7869,2020-01-29,7,2,15.12,4.13,7.73,15,31,Male,Suburban,Widowed,Graduate,75500.0,Yes,36.0,January,False
TRID_63263,CID_14004,2020-01-28,4,4,15.12,8.56,5.01,11,26,Male,Urban,Married,Graduate,54500.0,Yes,13.0,January,True
TRID_11499,CID_13369,2020-02-14,4,2,7.68,5.26,6.5,14,39,Female,Suburban,Married,High School,19000.0,No,0.0,February,False
TRID_64315,CID_10836,2020-02-10,5,2,5.76,4.96,5.18,10,73,Female,Suburban,Married,unknown,7000.0,No,0.0,February,True
TRID_31257,CID_7736,2020-02-18,4,3,17.44,6.47,8.41,18,24,Male,Rural,Married,Graduate,19500.0,No,0.0,February,True
TRID_63468,CID_7736,2020-02-02,13,3,10.0,7.93,6.32,13,24,Male,Rural,Married,Graduate,19500.0,No,0.0,February,True
TRID_66894,CID_11176,2020-01-03,5,4,14.08,9.29,3.3,7,72,Female,Rural,Married,Graduate,40000.0,No,0.0,January,True
TRID_52158,CID_9342,2020-02-01,11,3,12.56,7.94,8.52,16,57,Male,Suburban,Single,Post-Graduate,83000.0,Yes,3.0,February,True
TRID_45526,CID_9342,2020-02-13,3,3,17.36,6.8,5.14,10,57,Male,Suburban,Single,Post-Graduate,83000.0,Yes,3.0,February,False
TRID_77462,CID_6593,2020-02-24,8,4,11.44,8.55,5.92,13,29,Male,Suburban,Single,High School,38000.0,No,0.0,February,False
TRID_77091,CID_11297,2020-01-05,12,4,38.4,8.49,6.35,13,72,Male,Suburban,Married,High School,32500.0,Yes,21.0,January,True
TRID_54326,CID_8831,2020-03-20,2,2,19.12,5.53,4.38,10,54,Female,Urban,Married,High School,37000.0,Yes,20.0,March,False
TRID_44978,CID_7265,2020-01-29,3,3,13.52,7.39,4.12,8,35,Male,Suburban,Widowed,Graduate,69000.0,Yes,26.0,January,False
TRID_92857,CID_7265,2020-02-18,6,4,18.64,8.36,6.43,12,35,Male,Suburban,Widowed,Graduate,69000.0,Yes,26.0,February,False
TRID_82943,CID_8368,2020-02-26,3,2,13.04,4.42,4.65,9,39,Female,Suburban,Widowed,Graduate,76000.0,No,0.0,February,False
TRID_5331,CID_5975,2020-03-13,5,4,19.2,9.48,4.73,10,77,Male,Suburban,Married,Graduate,55500.0,No,0.0,March,True
TRID_62677,CID_5975,2020-03-24,4,2,12.72,5.98,3.69,9,77,Male,Suburban,Married,Graduate,55500.0,No,0.0,March,True
TRID_6396,CID_14705,2020-03-26,2,2,7.28,4.85,4.5,11,75,Female,Suburban,Single,Graduate,65500.0,No,0.0,March,True
TRID_33302,CID_11889,2020-02-06,8,4,15.92,8.21,5.63,11,24,Female,Suburban,Divorced,Graduate,57000.0,No,0.0,February,False
TRID_17836,CID_11889,2020-02-21,6,3,8.64,6.05,4.1,7,24,Female,Suburban,Divorced,Graduate,57000.0,No,0.0,February,False
TRID_44663,CID_6198,2020-01-28,5,4,13.2,9.81,2.45,8,52,Male,Suburban,Married,Post-Graduate,43000.0,Yes,28.0,January,True
TRID_26921,CID_13372,2020-01-31,5,5,15.84,11.6,7.87,16,56,Male,Suburban,Married,Graduate,87000.0,Yes,54.0,January,True
TRID_29492,CID_9247,2020-02-24,3,3,7.6,7.46,5.29,11,29,Female,Rural,Married,High School,25000.0,No,0.0,February,False
TRID_58380,CID_12329,2020-03-30,5,4,10.08,9.55,5.64,13,71,Female,Suburban,Single,Post-Graduate,44000.0,Yes,7.0,March,True
TRID_76535,CID_14273,2020-03-20,8,3,24.8,6.68,7.26,14,19,Female,Suburban,Civil partnered,Graduate,44500.0,Yes,18.0,March,True
TRID_87413,CID_10111,2020-02-05,12,4,11.44,8.79,5.49,13,64,Female,Rural,Married,High School,37000.0,No,0.0,February,True
TRID_32248,CID_8909,2020-02-26,4,3,7.52,7.13,3.08,6,21,Female,Suburban,Married,High School,27000.0,No,0.0,February,False
TRID_68841,CID_14173,2020-01-08,5,1,2.56,2.35,5.9,12,43,Male,Rural,Single,Post-Graduate,82000.0,Yes,13.0,January,True
TRID_47465,CID_14173,2020-02-25,5,2,7.44,5.59,6.56,14,43,Male,Rural,Single,Post-Graduate,82000.0,Yes,13.0,February,False
TRID_74895,CID_5246,2020-01-11,2,2,10.64,4.28,4.32,10,66,Male,Suburban,Married,High School,53000.0,Yes,32.0,January,False
TRID_35347,CID_6384,2020-02-05,6,3,12.8,7.43,2.73,7,74,Male,Suburban,Single,Graduate,55500.0,Yes,0.0,February,False
TRID_48845,CID_9970,2020-02-06,4,3,12.96,7.47,4.83,10,45,Male,Urban,Single,Graduate,81500.0,Yes,18.0,February,False
TRID_70190,CID_14523,2020-01-22,12,3,17.2,7.91,3.05,7,24,Male,Rural,Civil partnered,Graduate,64000.0,No,0.0,January,True
TRID_29512,CID_7323,2020-02-20,5,2,6.72,4.7,5.23,12,19,Female,Suburban,Married,High School,81000.0,No,0.0,February,False
TRID_318,CID_11701,2020-03-21,4,4,16.4,8.08,7.15,14,59,Female,Suburban,Married,Graduate,12000.0,No,0.0,March,True
TRID_2920,CID_13116,2020-03-09,2,2,17.28,4.85,5.05,10,52,Male,Rural,Divorced,Graduate,42500.0,Yes,18.0,March,True
TRID_6992,CID_14027,2020-03-02,8,3,34.96,7.06,6.59,15,51,Female,Suburban,Married,Graduate,84000.0,No,0.0,March,True
TRID_81584,CID_7062,2020-03-19,5,3,14.64,7.07,5.8,12,72,Male,Suburban,Married,Post-Graduate,21500.0,Yes,11.0,March,True
