Customer ID,Age,Gender,Region,Marital Status,Education,Household Income,Loyalty Card,Loyalty Points
CID_12676,48,Male,Rural,Divorced,Post-Graduate,20500.0,1,29
CID_5752,38,Female,Suburban,Divorced,Graduate,12500.0,0,NA
CID_7988,33,Female,Suburban,Married,Post-Graduate,61000.0,0,NA
CID_5959,26,Male,Suburban,Civil partnered,Graduate,73000.0,1,11
CID_9647,70,Male,Rural,Divorced,Graduate,30000.0,1,15
CID_10698,68,Male,Rural,Married,Graduate,74000.0,1,19
CID_8474,61,Female,Suburban,Divorced,Graduate,61500.0,1,53
CID_10563,38,Female,Suburban,Divorced,Graduate,23500.0,0,NA
CID_7000,48,Male,Urban,Single,Graduate,25000.0,1,24
CID_13385,50,Female,Suburban,Divorced,Graduate,19000.0,1,19
CID_13928,74,Male,Rural,Divorced,Graduate,66500.0,1,24
CID_12398,46,Male,Suburban,Divorced,High School,70000.0,0,NA
CID_14150,52,Male,Suburban,Single,High School,16500.0,0,NA
CID_14496,23,Female,Suburban,Married,Graduate,53500.0,1,8
CID_10884,49,Male,Suburban,Married,NA,36000.0,1,23
CID_7426,21,Male,Suburban,Divorced,Post-Graduate,20000.0,0,NA
CID_10753,51,Male,Suburban,Married,Graduate,34500.0,1,18
CID_10064,63,Male,Suburban,Single,NA,67000.0,0,NA
CID_14497,71,Female,Rural,Married,High School,19000.0,0,NA
CID_8106,51,Female,Suburban,Married,High School,64000.0,1,22
CID_5525,75,Male,Rural,Married,Graduate,10000.0,0,NA
CID_6720,71,Female,Suburban,Married,Graduate,87500.0,0,NA
CID_8302,71,Male,Suburban,Single,Graduate,67000.0,1,2
CID_9516,35,Male,Rural,Single,Graduate,53500.0,0,NA
CID_14982,53,Female,Suburban,Divorced,Graduate,9500.0,1,25
CID_5150,41,Male,Rural,Divorced,Graduate,35500.0,1,25
CID_8915,62,Female,Urban,Married,Graduate,70000.0,0,NA
CID_5870,56,Male,Urban,Divorced,High School,20000.0,1,23
CID_9127,24,Female,Suburban,Civil partnered,High School,46500.0,0,NA
CID_8033,48,Male,Rural,Civil partnered,High School,52500.0,0,NA
CID_13364,63,Female,Urban,Married,Graduate,79500.0,1,15
CID_13840,18,Male,Urban,Married,Graduate,66000.0,0,NA
CID_6870,75,Male,Urban,Single,Graduate,47000.0,0,NA
CID_8067,44,Female,Urban,Married,Graduate,74500.0,1,3
CID_7050,69,Female,Urban,Civil partnered,Graduate,25500.0,0,NA
CID_13470,68,Female,Suburban,Widowed,Post-Graduate,55500.0,0,NA
CID_5753,60,Male,Rural,Married,NA,58500.0,0,NA
CID_6565,25,Male,Urban,Married,NA,35000.0,1,26
CID_14844,57,Male,Rural,Married,High School,23000.0,0,NA
CID_13846,66,Female,Urban,Single,High School,70000.0,0,NA
CID_12489,54,Female,Rural,Married,Graduate,80500.0,1,34
CID_10569,44,Female,Suburban,Married,NA,87500.0,1,11
CID_6883,57,Female,Suburban,Civil partnered,High School,15000.0,0,NA
CID_5050,53,Female,Urban,Single,Graduate,7500.0,1,23
CID_5135,41,Male,Suburban,Married,Post-Graduate,25000.0,1,15
CID_5966,73,Male,Suburban,Married,Graduate,54500.0,0,NA
CID_6862,74,Female,Rural,Married,Post-Graduate,34000.0,0,NA
CID_12162,56,Male,Urban,Single,Graduate,29000.0,0,NA
CID_13802,39,Female,Urban,Divorced,High School,16500.0,1,2
CID_10101,26,Female,Urban,Single,Post-Graduate,32500.0,0,NA
CID_10995,31,Male,Suburban,Married,Graduate,62500.0,1,31
CID_13900,27,Female,Suburban,Married,High School,54000.0,0,NA
CID_5011,35,Female,Rural,Married,High School,27000.0,0,NA
CID_9391,77,Female,Rural,Single,Post-Graduate,21000.0,0,NA
CID_8974,50,Female,Rural,Married,Post-Graduate,26000.0,0,NA
CID_12115,39,Female,Suburban,Single,Graduate,77000.0,0,NA
CID_10979,47,Male,Suburban,Single,Graduate,25000.0,1,0
CID_10996,24,Male,Suburban,Single,Graduate,14500.0,0,NA
CID_10003,20,Female,Rural,Civil partnered,Post-Graduate,67000.0,0,NA
CID_5509,54,Female,Rural,Married,High School,49000.0,1,7
CID_11220,36,Female,Urban,Single,Post-Graduate,37500.0,1,30
CID_12300,35,Male,Suburban,Married,High School,88500.0,1,3
CID_6542,54,Female,Suburban,Married,Graduate,13000.0,1,46
CID_9969,35,Male,Urban,Single,Graduate,35500.0,1,1
CID_12262,45,Male,Urban,Divorced,NA,48000.0,0,NA
CID_10317,46,Female,Urban,Single,NA,9000.0,1,9
CID_5138,69,Male,Suburban,Divorced,Graduate,58500.0,0,NA
CID_13754,67,Male,Suburban,Single,Graduate,65500.0,1,0
CID_8501,30,Female,Rural,Single,High School,45000.0,0,NA
CID_10297,69,Female,Suburban,Single,High School,84000.0,1,26
CID_6347,57,Male,Urban,Single,High School,58000.0,1,33
CID_9811,20,Male,Suburban,Single,Graduate,69000.0,0,NA
CID_11909,71,Male,Suburban,Widowed,High School,72500.0,0,NA
CID_13708,19,Male,Rural,Single,Post-Graduate,57000.0,1,20
CID_10882,52,Male,Rural,Civil partnered,Graduate,73000.0,0,NA
CID_9200,63,Female,Rural,Divorced,Graduate,60500.0,0,NA
CID_8848,34,Female,Suburban,Civil partnered,Post-Graduate,82000.0,0,NA
CID_13180,19,Female,Urban,Married,Graduate,82500.0,0,NA
CID_5864,65,Female,Rural,Divorced,Graduate,58000.0,1,22
CID_6647,35,Male,Rural,Divorced,Post-Graduate,37000.0,1,25
CID_14500,48,Female,Rural,Single,High School,68000.0,1,19
CID_6275,71,Male,Urban,Married,Post-Graduate,79000.0,0,NA
CID_5608,71,Male,Urban,Single,High School,36500.0,0,NA
CID_12825,68,Male,Suburban,Single,Post-Graduate,79500.0,0,NA
CID_14620,26,Male,Urban,Married,Graduate,34500.0,1,5
CID_13420,24,Male,Urban,Widowed,Graduate,53000.0,1,8
CID_5117,60,Female,Suburban,Married,High School,49500.0,0,NA
CID_10145,60,Female,Suburban,Married,High School,88000.0,1,17
CID_13148,46,Male,Rural,Married,NA,63000.0,0,NA
CID_9337,19,Female,Rural,Married,High School,80500.0,1,29
CID_10236,36,Female,Suburban,Divorced,High School,48000.0,0,NA
CID_12495,22,Female,Suburban,Married,Post-Graduate,29000.0,1,10
CID_8612,26,Male,Rural,Divorced,Graduate,68500.0,0,NA
CID_9580,31,Female,Urban,Single,Graduate,86000.0,1,7
CID_12538,27,Female,Suburban,Civil partnered,Graduate,12000.0,0,NA
CID_11245,19,Female,Suburban,Married,High School,81000.0,0,NA
CID_7442,38,Female,Suburban,Married,Post-Graduate,32500.0,1,33
CID_9050,69,Female,Urban,Divorced,NA,23500.0,1,18
CID_5372,43,Male,Urban,Divorced,Post-Graduate,87500.0,0,NA
CID_11310,70,Male,Urban,Single,Post-Graduate,75500.0,0,NA
CID_7533,50,Female,Urban,Divorced,Graduate,25000.0,0,NA
CID_5976,29,Male,Urban,Divorced,Graduate,18500.0,0,NA
CID_7534,75,Male,Urban,Married,High School,74000.0,1,12
CID_13899,61,Female,Urban,Single,Post-Graduate,25500.0,1,4
CID_7113,25,Female,Urban,Married,Graduate,29000.0,0,NA
CID_14590,57,Female,Rural,Married,NA,56000.0,1,3
CID_8532,23,Male,Rural,Civil partnered,Graduate,10000.0,1,17
CID_13727,74,Male,Rural,Divorced,Graduate,51000.0,1,10
CID_8645,24,Female,Suburban,Married,Graduate,17000.0,0,NA
CID_13253,43,Male,Suburban,Married,Graduate,41000.0,0,NA
CID_6431,65,Female,Urban,Divorced,Post-Graduate,32500.0,1,37
CID_12472,36,Male,Suburban,Civil partnered,Post-Graduate,75000.0,1,23
CID_7833,52,Female,Urban,Married,Graduate,66500.0,0,NA
CID_5889,65,Female,Suburban,Married,Graduate,62500.0,1,11
CID_11802,63,Female,Suburban,Married,Graduate,85500.0,1,11
CID_12586,47,Female,Rural,Married,Graduate,29500.0,1,19
CID_8906,69,Male,Urban,Married,Graduate,37000.0,1,25
CID_11287,71,Male,Suburban,Married,High School,79500.0,1,15
CID_10474,19,Female,Suburban,Married,Graduate,21000.0,0,NA
CID_8004,48,Female,Suburban,Single,High School,7000.0,0,NA
CID_8815,24,Male,Suburban,Married,High School,48000.0,0,NA
CID_12899,69,Female,Rural,Married,Graduate,55000.0,0,NA
CID_12462,65,Male,Suburban,Single,Post-Graduate,52500.0,0,NA
CID_7071,19,Male,Rural,Married,High School,42000.0,0,NA
CID_14940,22,Male,Urban,Married,Graduate,53000.0,1,31
CID_13649,23,Male,Suburban,Divorced,High School,43500.0,1,3
CID_12241,24,Female,Suburban,Divorced,High School,35000.0,0,NA
CID_8548,77,Male,Suburban,Married,Post-Graduate,87500.0,1,14
CID_10283,45,Female,Urban,Married,Graduate,27000.0,0,NA
CID_9490,51,Male,Suburban,Divorced,NA,82500.0,1,11
CID_9683,64,Male,Suburban,Married,High School,85000.0,0,NA
CID_11535,75,Male,Suburban,Married,NA,73500.0,0,NA
CID_12090,30,Female,Suburban,Married,Graduate,32000.0,0,NA
CID_9980,52,Male,Suburban,Married,High School,32500.0,0,NA
CID_14762,64,Female,Suburban,Divorced,Post-Graduate,25500.0,1,40
CID_5232,61,Female,Suburban,Divorced,Graduate,21500.0,1,34
CID_9970,45,Male,Urban,Single,Graduate,81500.0,1,18
CID_8203,27,Male,Suburban,Married,Post-Graduate,36000.0,0,NA
CID_6706,65,Male,Suburban,Divorced,Graduate,24000.0,0,NA
CID_11186,48,Male,Suburban,Married,NA,8500.0,1,17
CID_5484,40,Male,Rural,Married,High School,40500.0,0,NA
CID_12215,36,Female,Suburban,Married,High School,85500.0,0,NA
CID_13948,33,Male,Suburban,Divorced,Graduate,27000.0,1,24
CID_13168,53,Female,Suburban,Married,NA,77500.0,0,NA
CID_12864,53,Male,Rural,Divorced,Graduate,87500.0,0,NA
CID_12693,33,Male,Suburban,Divorced,Graduate,25500.0,0,NA
CID_14216,25,Male,Suburban,Married,Graduate,7500.0,1,17
CID_8079,52,Female,Suburban,Married,Graduate,70500.0,1,35
CID_13827,28,Female,Urban,Single,High School,69500.0,1,2
CID_10812,47,Male,Urban,Divorced,Graduate,32500.0,1,4
CID_11969,58,Female,Suburban,Married,Post-Graduate,37000.0,0,NA
CID_14079,35,Female,Rural,Married,Post-Graduate,89000.0,0,NA
CID_7067,59,Female,Suburban,Divorced,High School,7000.0,0,NA
CID_9781,46,Female,Rural,Married,High School,82000.0,0,NA
CID_13424,42,Male,Suburban,Divorced,Graduate,86500.0,1,23
CID_8569,60,Female,Urban,Single,Post-Graduate,46500.0,0,NA
CID_10186,24,Male,Urban,Widowed,Graduate,58500.0,0,NA
CID_9773,56,Female,Urban,Married,Graduate,54000.0,0,NA
CID_6126,50,Male,Rural,Single,Graduate,77500.0,1,26
CID_13221,67,Female,Rural,Married,Post-Graduate,10000.0,0,NA
CID_13431,31,Male,Rural,Divorced,Graduate,40500.0,0,NA
CID_5880,63,Male,Urban,Divorced,High School,71000.0,1,17
CID_13875,41,Female,Rural,Married,High School,61000.0,1,15
CID_12145,20,Male,Urban,Married,High School,35500.0,1,12
CID_13819,65,Female,Rural,Married,Graduate,5500.0,1,5
CID_8257,52,Female,Urban,Married,High School,79000.0,1,2
CID_9745,77,Male,Suburban,Single,Graduate,53500.0,1,36
CID_10605,35,Female,Suburban,Married,Post-Graduate,6000.0,1,25
CID_13993,56,Female,Urban,Single,Graduate,15000.0,0,NA
CID_9864,40,Female,Suburban,Divorced,Graduate,58500.0,0,NA
CID_5559,19,Female,Suburban,Divorced,High School,64000.0,0,NA
CID_10784,42,Female,Urban,Married,Post-Graduate,6000.0,0,NA
CID_7947,67,Male,Suburban,Divorced,Graduate,57000.0,1,35
CID_6728,30,Male,Suburban,Married,Post-Graduate,70500.0,0,NA
CID_13608,33,Male,Suburban,Married,Post-Graduate,18500.0,1,25
CID_5173,49,Female,Urban,Married,Post-Graduate,11000.0,1,24
CID_7097,30,Male,Rural,Single,NA,6500.0,1,14
CID_12418,45,Female,Rural,Civil partnered,Graduate,42500.0,0,NA
CID_9531,74,Female,Rural,Civil partnered,High School,16000.0,0,NA
CID_10712,67,Female,Suburban,Married,Graduate,9500.0,0,NA
CID_14460,48,Female,Rural,Married,Post-Graduate,50500.0,0,NA
CID_5757,47,Female,Suburban,Married,Graduate,12500.0,0,NA
CID_13372,56,Male,Suburban,Married,Graduate,87000.0,1,54
CID_8162,47,Male,Rural,Married,Graduate,39000.0,1,1
CID_9188,75,Female,Suburban,Married,Post-Graduate,47500.0,0,NA
CID_13333,39,Male,Rural,Married,High School,9000.0,0,NA
CID_11133,39,Male,Urban,Divorced,High School,59500.0,0,NA
CID_6995,32,Female,Rural,Married,Graduate,66500.0,1,28
CID_13920,62,Female,Urban,Married,Graduate,22500.0,0,NA
CID_10779,62,Male,Rural,Married,Graduate,25500.0,0,NA
CID_14532,44,Male,Rural,Divorced,Graduate,43500.0,0,NA
CID_8077,39,Female,Rural,Single,Graduate,50500.0,1,27
CID_8819,53,Female,Suburban,Married,Graduate,31500.0,1,9
CID_13679,61,Male,Rural,Single,Graduate,6000.0,0,NA
CID_12636,73,Male,Suburban,Married,Graduate,68000.0,1,8
CID_5985,46,Female,Suburban,Divorced,NA,45500.0,1,23
CID_6213,76,Male,Rural,Married,High School,74000.0,1,15
CID_5360,57,Female,Suburban,Married,Graduate,54500.0,1,27
CID_9031,54,Male,Urban,Single,Post-Graduate,64500.0,0,NA
CID_13914,36,Female,Rural,Single,Post-Graduate,26500.0,0,NA
CID_8039,38,Male,Urban,Married,Graduate,21500.0,0,NA
CID_6159,77,Female,Urban,Single,NA,15000.0,0,NA
CID_8261,52,Male,Rural,Single,Post-Graduate,77500.0,1,33
CID_14561,34,Female,Suburban,Divorced,Graduate,81000.0,1,34
CID_7330,35,Female,Suburban,Married,High School,20500.0,0,NA
CID_9105,64,Male,Urban,Divorced,Graduate,86500.0,1,44
CID_5650,76,Male,Suburban,Divorced,Graduate,69000.0,1,16
CID_11396,57,Female,Rural,Single,Graduate,7500.0,0,NA
CID_13071,45,Male,Rural,Single,High School,51500.0,0,NA
CID_5827,33,Male,Suburban,Divorced,High School,29500.0,0,NA
CID_7028,74,Male,Urban,Single,Graduate,20500.0,0,NA
CID_8391,20,Female,Suburban,Divorced,Graduate,11500.0,1,16
CID_7547,49,Female,Rural,Single,Graduate,48000.0,1,3
CID_5567,55,Male,Urban,Married,High School,38500.0,0,NA
CID_9223,39,Male,Suburban,Single,High School,89000.0,1,9
CID_12038,54,Female,Suburban,Married,NA,18500.0,1,7
CID_9537,57,Male,Urban,Married,High School,12000.0,0,NA
CID_7784,70,Female,Rural,Divorced,NA,12500.0,0,NA
CID_9840,41,Male,Rural,Married,Graduate,55000.0,0,NA
CID_13323,57,Female,Rural,Married,Post-Graduate,45000.0,0,NA
CID_13476,42,Female,Suburban,Single,Graduate,22500.0,1,22
CID_13237,29,Male,Suburban,Divorced,Graduate,52000.0,0,NA
CID_5153,57,Female,Rural,Single,Graduate,23000.0,1,15
CID_6516,28,Male,Suburban,Single,Graduate,7500.0,1,55
CID_8401,46,Female,Urban,Married,NA,22500.0,0,NA
CID_9522,76,Male,Rural,Civil partnered,Graduate,45000.0,1,8
CID_11429,41,Male,Rural,Married,Graduate,63000.0,1,44
CID_7509,60,Male,Urban,Civil partnered,Graduate,58500.0,0,NA
CID_11986,76,Male,Suburban,Widowed,Graduate,7000.0,1,22
CID_6882,38,Male,Suburban,Divorced,High School,49500.0,0,NA
CID_8832,23,Male,Rural,Married,Graduate,6500.0,0,NA
CID_11199,58,Female,Suburban,Single,Graduate,74000.0,1,8
CID_6626,44,Female,Suburban,Widowed,Graduate,75000.0,0,NA
CID_8513,76,Female,Suburban,Civil partnered,Graduate,32000.0,1,15
CID_12206,47,Female,Suburban,Married,High School,82000.0,0,NA
CID_13797,30,Male,Suburban,Single,NA,82000.0,0,NA
CID_13655,52,Female,Urban,Widowed,Post-Graduate,44000.0,1,22
CID_9502,31,Female,Urban,Civil partnered,High School,24000.0,1,5
CID_13563,57,Male,Rural,Single,NA,6500.0,1,21
CID_14586,51,Female,Suburban,Single,Graduate,72500.0,0,NA
CID_8278,31,Male,Rural,Married,Graduate,79500.0,0,NA
CID_5896,73,Female,Suburban,Divorced,Graduate,55500.0,0,NA
CID_5686,75,Male,Suburban,Married,Graduate,60500.0,0,NA
CID_14793,45,Female,Suburban,Single,Graduate,9000.0,1,46
CID_12977,42,Female,Urban,Married,Post-Graduate,14000.0,1,46
CID_11106,25,Male,Suburban,Single,High School,48000.0,0,NA
CID_6102,60,Male,Suburban,Married,Graduate,14500.0,0,NA
CID_7147,19,Female,Urban,Married,Post-Graduate,84000.0,0,NA
CID_10971,29,Female,Suburban,Widowed,Graduate,6500.0,0,NA
CID_11983,23,Male,Urban,Married,Graduate,52000.0,1,10
CID_13654,46,Female,Suburban,Married,Post-Graduate,63500.0,1,2
CID_7361,47,Female,Suburban,Widowed,Graduate,49500.0,0,NA
CID_6128,51,Male,Suburban,Divorced,NA,33500.0,1,59
CID_9106,76,Female,Rural,Single,NA,51500.0,1,8
CID_12370,44,Male,Suburban,Widowed,Post-Graduate,23500.0,0,NA
CID_8108,47,Female,Suburban,Widowed,High School,68000.0,1,35
CID_12911,38,Male,Suburban,Married,Graduate,6500.0,0,NA
CID_8658,72,Male,Suburban,Married,Graduate,17500.0,1,9
CID_6197,48,Male,Urban,Divorced,High School,80000.0,1,29
CID_6259,70,Female,Suburban,Single,Post-Graduate,71500.0,1,20
CID_10057,58,Female,Suburban,Married,Post-Graduate,30500.0,0,NA
CID_12761,50,Male,Urban,Widowed,Graduate,19500.0,1,34
CID_11621,24,Male,Suburban,Civil partnered,NA,9000.0,1,3
CID_6595,47,Male,Suburban,Married,Graduate,77000.0,1,43
CID_11283,64,Female,Urban,Divorced,Graduate,29000.0,0,NA
CID_13335,22,Male,Rural,Married,Post-Graduate,78500.0,0,NA
CID_13060,29,Female,Urban,Divorced,Graduate,55500.0,1,24
CID_13394,44,Male,Rural,Divorced,Graduate,39000.0,0,NA
CID_8918,66,Female,Urban,Divorced,High School,82500.0,0,NA
CID_8166,56,Female,Suburban,Civil partnered,Graduate,15000.0,1,15
CID_6384,74,Male,Suburban,Single,Graduate,55500.0,1,0
CID_5869,75,Male,Suburban,Married,High School,71000.0,0,NA
CID_7408,47,Female,Suburban,Married,Post-Graduate,14500.0,0,NA
CID_7545,60,Male,Urban,Divorced,Graduate,37000.0,0,NA
CID_13450,53,Female,Suburban,Single,NA,15500.0,0,NA
CID_9978,58,Male,Urban,Married,Graduate,65000.0,1,22
CID_11370,20,Male,Rural,Divorced,Graduate,67000.0,1,3
CID_14589,57,Male,Suburban,Married,NA,22000.0,1,19
CID_8498,33,Female,Suburban,Divorced,Graduate,37000.0,0,NA
CID_10422,53,Male,Suburban,Single,Graduate,22500.0,0,NA
CID_7821,77,Female,Urban,Divorced,High School,52500.0,0,NA
CID_9150,21,Male,Suburban,Married,Graduate,25000.0,1,13
CID_8764,60,Female,Suburban,Single,High School,77500.0,1,1
CID_12308,18,Female,Rural,Single,Graduate,35500.0,1,26
CID_7015,63,Female,Rural,Married,Graduate,79500.0,1,7
CID_6400,68,Male,Rural,Civil partnered,Graduate,65000.0,1,10
CID_6787,66,Female,Suburban,Single,High School,58500.0,0,NA
CID_8564,22,Female,Suburban,Married,High School,72500.0,0,NA
CID_7554,61,Male,Urban,Married,Graduate,14000.0,1,40
CID_9505,33,Female,Suburban,Single,NA,26000.0,1,12
CID_8634,21,Female,Suburban,Single,Post-Graduate,64000.0,0,NA
CID_6471,73,Male,Suburban,Married,Post-Graduate,19000.0,1,37
CID_12058,61,Female,Rural,Divorced,High School,49000.0,1,3
CID_9389,68,Female,Rural,Married,NA,68000.0,1,9
CID_9241,34,Male,Urban,Married,Post-Graduate,52000.0,1,2
CID_13233,50,Female,Suburban,Divorced,Post-Graduate,87000.0,0,NA
CID_9645,43,Male,Rural,Divorced,Graduate,33500.0,1,1
CID_11160,67,Female,Suburban,Divorced,Graduate,39000.0,1,13
CID_6793,26,Female,Urban,Married,Graduate,16500.0,0,NA
CID_9382,36,Female,Suburban,Widowed,Graduate,29000.0,1,1
CID_14661,73,Male,Urban,Married,High School,74000.0,1,1
CID_12289,39,Male,Suburban,Married,NA,24000.0,0,NA
CID_7142,76,Female,Urban,Married,High School,27500.0,1,12
CID_13753,46,Male,Rural,Married,Graduate,73500.0,0,NA
CID_10330,55,Male,Urban,Married,Graduate,36500.0,0,NA
CID_11609,49,Male,Rural,Married,Graduate,49000.0,0,NA
CID_14592,74,Female,Urban,Divorced,Graduate,16000.0,0,NA
CID_5746,44,Female,Suburban,Married,Post-Graduate,85500.0,0,NA
CID_12802,50,Male,Suburban,Divorced,Graduate,6000.0,1,4
CID_13493,69,Male,Suburban,Divorced,Graduate,71000.0,0,NA
CID_6687,19,Male,Suburban,Single,NA,29000.0,1,36
CID_14614,27,Female,Suburban,Married,Post-Graduate,57000.0,0,NA
CID_12476,59,Female,Suburban,Divorced,Graduate,27000.0,0,NA
CID_10549,20,Female,Urban,Married,Graduate,89000.0,1,8
CID_10830,21,Female,Urban,Divorced,Graduate,79000.0,1,6
CID_10015,22,Male,Rural,Single,High School,47500.0,0,NA
CID_14283,59,Male,Suburban,Divorced,Graduate,42000.0,1,4
CID_5833,47,Male,Rural,Married,Post-Graduate,50000.0,1,0
CID_14001,39,Male,Rural,Single,High School,6500.0,0,NA
CID_6056,65,Male,Urban,Single,NA,88500.0,0,NA
CID_6080,36,Male,Suburban,Married,Graduate,28000.0,0,NA
CID_5067,60,Male,Rural,Married,Graduate,54500.0,1,10
CID_12770,31,Male,Rural,Divorced,Post-Graduate,59000.0,0,NA
CID_11461,77,Female,Suburban,Divorced,Post-Graduate,14500.0,0,NA
CID_11877,48,Female,Rural,Married,High School,24000.0,0,NA
CID_8582,60,Male,Urban,Single,Post-Graduate,80500.0,0,NA
CID_11653,65,Female,Suburban,Single,High School,25000.0,1,7
CID_7443,71,Female,Suburban,Divorced,Graduate,65500.0,1,52
CID_7640,64,Female,Rural,Married,High School,12000.0,0,NA
CID_11560,71,Female,Urban,Divorced,Graduate,13000.0,1,12
CID_5261,53,Male,Suburban,Divorced,Graduate,80000.0,1,35
CID_11136,24,Female,Suburban,Divorced,High School,56500.0,0,NA
CID_6940,45,Female,Rural,Married,Graduate,54000.0,0,NA
CID_5543,29,Male,Suburban,Married,Post-Graduate,77000.0,0,NA
CID_10351,75,Male,Urban,Divorced,High School,57500.0,0,NA
CID_11327,38,Male,Suburban,Married,High School,68500.0,0,NA
CID_9211,60,Male,Suburban,Single,Graduate,30500.0,0,NA
CID_14391,58,Female,Urban,Widowed,Graduate,14500.0,0,NA
CID_8011,72,Male,Rural,Divorced,Post-Graduate,72000.0,0,NA
CID_6633,57,Female,Rural,Divorced,Post-Graduate,6500.0,0,NA
CID_6301,43,Male,Suburban,Divorced,Graduate,36500.0,1,12
CID_13508,34,Female,Suburban,Divorced,Graduate,30000.0,1,33
CID_13940,37,Male,Urban,Married,Post-Graduate,25500.0,1,14
CID_8546,18,Female,Suburban,Single,Graduate,56500.0,1,42
CID_12999,36,Male,Suburban,Civil partnered,NA,54000.0,0,NA
CID_9528,35,Female,Rural,Single,Graduate,8000.0,0,NA
CID_5750,66,Female,Rural,Married,High School,86000.0,0,NA
CID_7463,56,Male,Rural,Widowed,Graduate,67000.0,0,NA
CID_14204,58,Female,Suburban,Married,High School,27500.0,0,NA
CID_8844,68,Female,Suburban,Widowed,Graduate,25500.0,1,21
CID_10030,32,Male,Suburban,Married,Post-Graduate,33500.0,1,10
CID_14463,39,Female,Suburban,Married,Graduate,35000.0,0,NA
CID_7460,27,Female,Urban,Married,Graduate,14000.0,0,NA
CID_13891,50,Male,Suburban,Divorced,Graduate,71000.0,0,NA
CID_8066,51,Male,Rural,Married,High School,63500.0,1,0
CID_11595,36,Male,Urban,Single,High School,68000.0,1,14
CID_11335,18,Female,Suburban,Single,Graduate,81500.0,1,5
CID_13107,55,Male,Rural,Single,Graduate,79500.0,0,NA
CID_10009,69,Female,Urban,Single,High School,70000.0,1,9
CID_11691,19,Female,Suburban,Divorced,Graduate,40500.0,0,NA
CID_7592,75,Female,Suburban,Single,Graduate,74000.0,1,14
CID_14192,72,Female,Suburban,Civil partnered,Post-Graduate,70000.0,1,17
CID_12660,33,Female,Suburban,Single,High School,47500.0,0,NA
CID_10227,59,Male,Suburban,Divorced,High School,48000.0,1,21
CID_11576,69,Male,Suburban,Married,Graduate,28000.0,0,NA
CID_11799,49,Female,Urban,Married,High School,17500.0,1,3
CID_10277,59,Female,Urban,Married,Post-Graduate,56500.0,0,NA
CID_8185,18,Female,Suburban,Single,Post-Graduate,14000.0,1,27
CID_7606,28,Female,Urban,Civil partnered,Post-Graduate,32000.0,1,23
CID_11413,44,Female,Urban,Married,High School,8500.0,1,4
CID_7246,66,Male,Suburban,Widowed,High School,65000.0,1,5
CID_6996,43,Female,Suburban,Married,Post-Graduate,18500.0,0,NA
CID_11103,27,Female,Rural,Divorced,Graduate,29000.0,1,31
CID_5280,73,Female,Suburban,Widowed,High School,51500.0,0,NA
CID_6563,45,Female,Urban,Divorced,Graduate,34000.0,0,NA
CID_14555,32,Male,Rural,Divorced,Graduate,36500.0,0,NA
CID_5718,29,Male,Suburban,Single,Graduate,29500.0,1,37
CID_9782,30,Male,Suburban,Married,Post-Graduate,43500.0,1,7
CID_13164,43,Male,Suburban,Married,Graduate,44000.0,0,NA
CID_9182,73,Female,Urban,Single,High School,18500.0,0,NA
CID_5637,54,Male,Urban,Single,Graduate,84500.0,0,NA
CID_14598,71,Male,Suburban,Single,NA,54500.0,0,NA
CID_6285,66,Male,Suburban,Single,High School,70500.0,0,NA
CID_9694,22,Male,Suburban,Divorced,Post-Graduate,25000.0,0,NA
CID_12523,48,Male,Suburban,Divorced,Graduate,10000.0,1,43
CID_6796,75,Male,Suburban,Divorced,Graduate,20000.0,1,38
CID_12313,53,Female,Suburban,Divorced,Graduate,75000.0,0,NA
CID_12161,51,Female,Urban,Single,Graduate,68000.0,1,5
CID_10521,56,Male,Urban,Married,Post-Graduate,20500.0,0,NA
CID_5711,26,Female,Rural,Single,Post-Graduate,7500.0,1,36
CID_10683,60,Male,Suburban,Widowed,High School,57000.0,0,NA
CID_13759,50,Male,Suburban,Married,Graduate,74000.0,1,42
CID_8885,35,Female,Urban,Divorced,High School,49500.0,0,NA
CID_12340,65,Female,Rural,Single,Post-Graduate,89500.0,0,NA
CID_12511,56,Male,Suburban,Single,Graduate,26500.0,1,6
CID_11952,64,Male,Suburban,Divorced,Graduate,68500.0,1,6
CID_6657,54,Male,Suburban,Single,Graduate,45000.0,1,35
CID_14725,38,Female,Urban,Single,Post-Graduate,49000.0,1,46
CID_13033,69,Male,Suburban,Single,Graduate,59500.0,1,15
CID_7783,32,Male,Rural,Single,NA,41500.0,1,8
CID_14820,26,Male,Urban,Married,High School,75500.0,1,17
CID_9313,53,Male,Urban,Single,Post-Graduate,61500.0,1,13
CID_10831,31,Male,Suburban,Widowed,High School,54000.0,1,39
CID_6336,42,Male,Urban,Married,Graduate,58500.0,0,NA
CID_10456,55,Male,Suburban,Married,High School,79500.0,1,32
CID_8715,51,Male,Suburban,Married,Post-Graduate,51500.0,0,NA
CID_14522,55,Female,Urban,Single,Post-Graduate,87500.0,0,NA
CID_6383,27,Male,Suburban,Single,Graduate,52500.0,1,2
CID_9870,57,Male,Suburban,Single,NA,16000.0,1,12
CID_14345,20,Female,Suburban,Divorced,Graduate,59000.0,1,0
CID_8799,63,Male,Suburban,Married,High School,21500.0,1,26
CID_14087,74,Female,Suburban,Married,Graduate,33000.0,0,NA
CID_6972,70,Female,Urban,Single,Graduate,53000.0,0,NA
