Transaction ID,Customer ID,Date,Total Items,Unique Items,Total Sales,Discounted Sales,Browsing Duration (minutes),Number of Clicks,Incomplete Transaction
TRID_26448,CID_10989,2020-02-26,3,2,11.04,5.55,6.57,14,0
TRID_55403,CID_7833,2020-02-24,5,3,22.0,7.78,2.95,6,0
TRID_29797,CID_7120,2020-02-23,5,4,13.12,8.07,4.43,9,0
TRID_99049,CID_6782,2020-03-13,3,3,9.76,7.91,3.94,7,0
TRID_278,CID_8716,2020-02-29,4,3,7.28,6.43,5.93,13,0
TRID_40690,CID_14547,2020-02-09,4,2,5.6,5.29,5.88,12,0
TRID_65274,CID_11190,2020-03-28,7,3,14.64,7.19,5.37,11,0
TRID_53017,CID_5741,2020-03-31,3,2,11.68,5.45,6.22,14,0
TRID_25734,CID_5280,2020-02-26,7,2,19.2,5.69,4.24,8,0
TRID_36978,CID_12498,2020-01-22,4,2,10.8,5.9,4.18,7,0
TRID_96082,CID_12744,2020-02-12,9,4,9.36,8.32,5.83,11,0
TRID_22112,CID_13601,2020-01-01,3,3,6.64,6.58,8.13,16,0
TRID_51280,CID_8954,2020-01-17,9,2,8.24,6.0,3.25,8,0
TRID_46690,CID_6129,2020-01-15,6,4,12.56,9.63,7.98,15,0
TRID_7964,CID_14683,2020-03-16,6,3,9.6,6.44,6.27,12,0
TRID_26210,CID_9373,2020-01-02,5,4,9.28,8.33,5.65,12,0
TRID_64600,CID_8582,2020-02-04,4,2,16.56,4.16,4.31,10,0
TRID_57546,CID_11814,2020-01-26,7,3,14.0,6.56,5.63,10,0
TRID_73774,CID_11027,2020-01-30,8,3,15.28,6.5,6.67,14,0
TRID_59182,CID_7208,2020-03-30,3,3,18.72,7.07,2.96,7,0
TRID_42518,CID_13649,2020-02-12,5,4,19.44,8.71,7.93,15,0
TRID_78641,CID_9854,2020-03-24,10,2,10.4,5.59,4.65,11,0
TRID_38960,CID_13317,2020-02-29,8,3,23.68,7.41,4.09,8,0
TRID_6517,CID_5944,2020-01-12,4,3,12.96,6.61,3.9,8,0
TRID_12062,CID_12437,2020-01-12,3,3,6.88,6.28,2.52,7,0
TRID_47068,CID_9031,2020-03-27,8,2,14.48,5.58,3.73,9,0
TRID_14036,CID_12130,2020-01-31,3,2,6.88,4.19,3.85,9,0
TRID_9492,CID_5925,2020-03-15,6,2,12.08,4.59,6.39,12,0
TRID_37148,CID_7920,2020-03-22,5,3,7.12,6.82,3.22,6,0
TRID_6571,CID_10351,2020-01-05,4,4,21.6,8.8,8.62,16,0
TRID_5662,CID_6681,2020-02-16,4,4,12.72,9.8,4.83,11,0
TRID_93855,CID_5161,2020-03-20,6,3,12.4,7.23,2.6,7,0
TRID_24614,CID_11002,2020-01-12,6,3,13.12,7.7,2.81,7,0
TRID_67302,CID_9105,2020-01-19,6,6,19.44,12.46,5.41,12,0
TRID_25626,CID_10380,2020-01-07,5,2,16.08,4.17,6.5,12,0
TRID_85760,CID_13642,2020-03-26,7,5,18.64,10.65,6.42,12,0
TRID_16107,CID_6781,2020-03-17,5,4,14.16,9.08,8.31,15,0
TRID_60544,CID_9225,2020-01-06,5,4,22.08,8.61,4.85,10,0
TRID_77966,CID_11032,2020-02-01,7,4,18.08,9.75,3.64,8,0
TRID_54820,CID_8295,2020-02-14,6,2,23.52,5.82,2.89,6,0
TRID_71702,CID_14816,2020-03-19,3,3,8.48,7.96,5.44,12,0
TRID_45469,CID_6913,2020-01-23,7,3,8.48,7.59,4.43,9,0
TRID_43972,CID_12988,2020-02-29,7,6,14.0,13.36,3.83,8,0
TRID_10488,CID_6143,2020-01-03,5,4,17.6,9.77,6.05,13,0
TRID_40297,CID_9565,2020-02-15,4,4,11.12,9.43,1.15,4,0
TRID_33730,CID_14544,2020-01-20,3,3,20.0,6.77,4.22,9,0
TRID_45051,CID_13034,2020-01-20,2,2,14.96,5.29,7.32,13,0
TRID_20234,CID_12111,2020-03-08,5,4,16.72,9.45,5.95,11,0
TRID_84790,CID_10330,2020-03-22,5,4,14.64,8.32,1.61,6,0
TRID_20300,CID_13346,2020-03-31,5,3,11.92,6.68,6.05,13,0
TRID_33318,CID_5559,2020-03-28,6,2,13.84,4.9,4.19,10,0
TRID_48688,CID_9310,2020-01-11,6,3,8.72,7.35,6.75,13,0
TRID_167,CID_10074,2020-03-26,3,2,10.08,4.54,5.95,12,0
TRID_62587,CID_7720,2020-03-08,10,1,17.12,3.1,2.52,8,0
TRID_71906,CID_8412,2020-01-24,5,3,12.64,6.55,6.46,13,0
TRID_8636,CID_12557,2020-03-25,8,3,7.28,6.94,3.79,8,0
TRID_72935,CID_13322,2020-01-13,7,4,14.4,9.67,7.73,16,0
TRID_95478,CID_7037,2020-01-16,5,4,12.56,8.13,8.12,14,0
TRID_44592,CID_7028,2020-02-27,4,2,9.44,5.97,8.86,17,0
TRID_14353,CID_12909,2020-03-05,5,4,12.16,9.99,6.62,13,0
TRID_884,CID_7018,2020-03-10,8,3,13.28,7.4,9.14,18,0
TRID_2398,CID_7846,2020-02-15,4,4,12.24,8.87,2.83,6,0
TRID_51100,CID_5115,2020-02-19,4,2,7.44,5.01,4.96,12,0
TRID_75981,CID_14584,2020-02-18,3,3,14.0,7.22,7.24,13,0
TRID_10712,CID_7121,2020-02-22,6,4,9.52,8.94,5.15,11,0
TRID_26257,CID_12526,2020-01-02,7,4,15.2,8.3,5.7,13,0
TRID_34662,CID_12573,2020-01-10,11,3,8.56,6.67,4.96,10,0
TRID_12577,CID_12007,2020-01-14,5,4,13.2,8.61,5.38,10,0
TRID_8602,CID_14522,2020-03-17,7,2,22.08,5.72,4.07,8,0
TRID_30507,CID_13226,2020-02-18,5,4,17.2,8.73,8.89,18,0
TRID_5527,CID_13974,2020-02-01,5,3,8.4,7.41,6.5,13,0
TRID_75635,CID_11182,2020-01-15,6,3,16.16,7.62,7.5,15,0
TRID_59030,CID_13253,2020-01-25,8,2,15.92,5.63,3.22,7,0
TRID_16226,CID_12652,2020-03-03,3,2,17.76,5.29,4.49,9,0
TRID_11295,CID_10140,2020-02-23,5,3,11.6,7.01,7.12,14,0
TRID_36732,CID_5525,2020-01-22,4,3,26.88,6.97,3.18,4,0
TRID_37448,CID_11699,2020-01-15,8,3,19.36,7.83,3.64,9,0
TRID_54410,CID_13656,2020-02-17,6,3,8.32,7.87,7.27,15,0
TRID_36581,CID_13177,2020-01-27,5,2,12.0,5.89,6.3,13,0
TRID_90763,CID_10192,2020-01-15,8,3,14.72,7.21,7.55,15,0
TRID_68913,CID_6082,2020-01-13,3,3,16.4,6.57,5.97,13,0
TRID_60182,CID_7985,2020-03-06,4,4,12.24,8.03,6.78,14,0
TRID_56946,CID_9806,2020-03-07,7,3,8.48,7.18,5.82,11,0
TRID_11025,CID_7484,2020-01-08,7,2,10.32,4.67,4.51,9,0
TRID_94911,CID_7213,2020-01-07,5,3,10.4,7.91,7.72,14,0
TRID_75511,CID_5400,2020-01-01,6,4,15.2,9.29,5.23,11,0
TRID_23926,CID_13618,2020-01-01,3,3,8.96,6.69,5.3,11,0
TRID_30928,CID_7995,2020-01-17,2,2,11.68,4.43,4.73,10,0
TRID_37488,CID_6787,2020-01-10,11,1,5.92,3.7,7.15,13,0
TRID_71835,CID_11687,2020-03-02,5,2,12.56,4.85,5.39,10,0
TRID_42412,CID_5029,2020-02-21,2,2,11.28,5.68,9.62,18,0
TRID_80037,CID_12975,2020-01-19,5,4,14.72,8.86,6.6,12,0
TRID_67318,CID_7267,2020-02-20,7,2,14.88,5.18,5.84,12,0
TRID_21864,CID_12165,2020-01-10,7,3,9.6,7.95,5.72,10,0
TRID_81730,CID_11201,2020-02-20,6,2,12.72,5.72,2.35,6,0
TRID_99410,CID_8844,2020-03-30,4,2,10.32,5.44,4.93,9,0
TRID_14453,CID_7534,2020-02-16,7,4,17.36,8.52,7.72,16,0
TRID_35072,CID_13601,2020-01-16,5,4,12.24,9.35,5.08,10,0
TRID_63320,CID_14460,2020-02-18,2,2,9.52,5.5,6.86,14,0
TRID_26966,CID_14012,2020-02-29,5,4,16.96,9.25,3.25,7,0
TRID_12997,CID_12727,2020-02-06,6,4,21.76,9.96,4.35,9,0
TRID_4315,CID_7690,2020-02-02,5,5,16.0,10.73,4.0,10,0
TRID_8926,CID_9818,2020-01-06,5,3,11.36,7.9,7.04,14,0
TRID_85070,CID_12282,2020-02-08,4,2,13.28,5.22,3.93,10,0
TRID_74663,CID_10921,2020-02-22,2,2,18.96,4.3,5.37,13,0
TRID_71196,CID_7944,2020-02-21,9,2,12.08,5.18,5.78,12,0
TRID_85784,CID_8706,2020-02-16,7,1,16.48,3.88,5.42,11,0
TRID_89880,CID_13555,2020-01-19,6,1,23.52,3.99,5.83,11,0
TRID_12131,CID_13642,2020-01-04,3,3,24.16,6.38,8.29,16,0
TRID_56366,CID_6734,2020-02-01,6,1,9.92,2.63,5.58,11,0
TRID_90745,CID_6204,2020-03-25,5,4,9.6,8.89,6.87,13,0
TRID_83560,CID_13008,2020-03-30,9,2,9.6,4.63,8.47,15,0
TRID_66093,CID_5360,2020-02-25,5,3,12.88,7.06,5.15,11,0
TRID_52936,CID_14438,2020-01-02,5,4,10.32,8.88,8.63,16,0
TRID_35760,CID_14529,2020-02-18,5,1,5.68,3.93,5.93,12,0
TRID_81354,CID_10944,2020-03-17,6,4,12.64,8.06,6.0,12,0
TRID_17075,CID_6261,2020-03-14,8,3,16.72,6.53,6.41,11,0
TRID_36203,CID_12402,2020-01-16,5,3,13.84,7.69,3.39,7,0
TRID_70760,CID_13394,2020-02-12,5,4,24.88,8.04,7.13,15,0
TRID_15923,CID_11088,2020-01-07,2,2,8.72,4.38,3.42,7,0
TRID_96944,CID_11005,2020-01-17,5,4,19.76,8.52,4.61,10,0
TRID_34792,CID_9864,2020-03-26,4,4,10.48,9.41,4.79,10,0
TRID_87758,CID_13177,2020-01-12,8,4,17.52,9.3,3.97,9,0
TRID_12999,CID_13221,2020-01-05,6,3,11.76,7.78,5.75,10,0
TRID_49270,CID_11802,2020-03-03,12,5,16.8,10.66,5.54,11,0
TRID_25398,CID_8848,2020-02-29,3,2,10.64,4.12,7.31,14,0
TRID_63994,CID_14345,2020-02-13,2,2,10.32,5.88,6.99,13,0
TRID_8799,CID_10079,2020-03-27,5,5,10.72,10.7,7.8,15,0
TRID_8838,CID_14129,2020-03-27,8,3,15.6,7.99,3.57,7,0
TRID_80670,CID_14709,2020-01-05,5,3,7.68,7.38,4.87,10,0
TRID_81912,CID_8672,2020-03-17,7,5,12.64,11.6,8.71,16,0
TRID_74285,CID_9223,2020-02-19,5,4,13.6,9.0,8.64,17,0
TRID_90044,CID_11158,2020-03-27,5,4,14.16,9.95,3.23,9,0
TRID_12029,CID_12988,2020-01-19,4,0,17.44,1.88,7.08,13,0
TRID_58869,CID_8022,2020-01-22,3,3,19.68,7.1,6.6,13,0
TRID_78279,CID_10336,2020-01-28,3,3,8.08,6.29,5.43,11,0
TRID_51285,CID_8665,2020-03-11,5,5,18.24,11.81,3.71,8,0
TRID_13569,CID_8016,2020-03-01,2,2,6.0,4.13,5.95,12,0
TRID_72544,CID_12090,2020-01-23,4,2,11.28,4.11,8.07,16,0
TRID_43045,CID_6862,2020-02-10,3,0,5.52,1.51,4.42,9,0
TRID_55211,CID_7869,2020-03-12,4,3,22.16,7.59,6.17,12,0
TRID_3158,CID_7329,2020-02-27,2,2,4.88,4.3,5.93,12,0
TRID_60502,CID_5437,2020-02-25,5,4,10.48,8.19,7.85,14,0
TRID_52688,CID_14550,2020-03-05,5,3,7.52,7.25,4.33,9,0
TRID_47558,CID_10639,2020-01-24,5,3,13.92,6.84,7.75,15,0
TRID_44195,CID_8799,2020-02-06,6,2,12.56,5.92,3.54,7,0
TRID_75422,CID_8567,2020-01-15,4,3,8.24,6.87,9.96,18,0
TRID_14276,CID_12012,2020-03-20,3,2,13.2,4.5,5.45,10,0
TRID_69831,CID_14796,2020-03-20,2,1,17.2,3.74,7.25,13,0
TRID_48884,CID_9384,2020-03-31,6,4,9.92,8.18,8.08,16,0
TRID_92456,CID_6920,2020-01-01,3,2,9.92,4.83,4.47,9,0
TRID_29152,CID_8385,2020-01-12,9,4,19.28,9.77,9.64,18,0
TRID_23589,CID_13093,2020-01-22,5,4,15.28,8.12,5.82,10,0
TRID_46209,CID_8162,2020-01-19,3,3,7.04,6.72,4.48,8,0
TRID_14497,CID_11051,2020-01-07,4,4,11.36,8.91,4.35,8,0
TRID_95512,CID_6459,2020-03-02,8,3,17.12,7.55,5.38,11,0
TRID_9789,CID_13342,2020-03-20,11,4,10.16,8.51,6.47,13,0
TRID_50388,CID_5168,2020-02-11,7,2,11.68,4.9,10.94,21,0
TRID_51011,CID_6271,2020-02-22,7,2,5.04,4.98,5.55,11,0
TRID_34104,CID_13394,2020-02-14,6,5,16.24,10.2,6.41,14,0
TRID_44356,CID_10532,2020-01-02,5,2,7.68,5.45,7.95,17,0
TRID_13746,CID_7264,2020-02-03,4,3,17.44,7.94,5.57,11,0
TRID_53701,CID_6144,2020-03-31,5,3,16.08,7.4,5.15,11,0
TRID_77349,CID_10971,2020-01-04,6,4,13.6,9.23,5.79,10,0
TRID_23261,CID_8079,2020-02-11,5,3,12.88,7.21,5.93,12,0
TRID_52105,CID_12161,2020-03-27,3,3,7.84,7.44,5.06,11,0
TRID_56218,CID_9247,2020-02-25,7,4,16.32,8.83,6.34,12,0
TRID_72345,CID_11560,2020-02-19,3,3,11.44,7.02,2.49,7,0
TRID_39257,CID_10800,2020-01-03,4,3,8.24,7.5,4.03,9,0
TRID_39463,CID_13679,2020-03-18,5,4,9.44,8.28,6.91,13,0
TRID_13172,CID_6118,2020-02-11,9,4,11.92,8.63,5.8,11,0
TRID_71644,CID_10579,2020-03-11,4,1,8.4,2.79,2.21,5,0
TRID_80458,CID_14464,2020-03-06,5,3,18.24,7.05,5.56,11,0
TRID_86172,CID_10067,2020-03-22,8,3,11.68,7.98,5.1,11,0
TRID_62545,CID_12424,2020-01-15,3,3,12.48,7.55,5.5,12,0
TRID_72521,CID_13304,2020-03-02,3,0,9.6,1.17,5.37,10,0
TRID_45525,CID_6167,2020-01-17,7,2,12.64,4.42,6.19,13,0
TRID_55418,CID_13354,2020-02-15,5,2,8.48,5.01,4.66,9,0
TRID_73305,CID_5608,2020-01-16,4,3,22.0,7.54,3.95,9,0
TRID_25002,CID_5314,2020-01-16,6,2,7.12,4.59,4.55,8,0
TRID_78834,CID_7633,2020-03-29,7,4,17.28,9.98,3.24,8,0
TRID_32327,CID_10641,2020-01-07,6,4,24.32,9.18,3.56,8,0
TRID_26266,CID_13178,2020-02-14,2,2,11.52,5.13,4.92,8,0
TRID_59128,CID_12761,2020-01-22,6,2,8.64,4.48,2.37,6,0
TRID_4963,CID_10665,2020-03-03,5,5,19.28,10.15,5.27,12,0
TRID_30154,CID_8026,2020-03-04,7,5,13.76,11.32,3.59,8,0
TRID_56255,CID_10830,2020-02-04,9,4,15.68,9.08,2.74,7,0
TRID_74605,CID_11136,2020-01-30,6,4,20.72,8.76,11.0,19,0
TRID_39654,CID_12505,2020-01-12,5,4,14.16,8.42,5.72,12,0
TRID_52433,CID_10620,2020-03-20,5,1,17.04,3.5,4.95,10,0
TRID_8110,CID_13679,2020-03-14,7,3,6.96,6.54,4.81,10,0
TRID_59675,CID_11125,2020-02-18,3,3,9.04,7.63,5.3,12,0
TRID_33610,CID_13075,2020-03-04,6,3,11.52,6.22,7.87,15,0
TRID_1917,CID_8681,2020-01-20,5,5,26.56,11.09,4.48,10,0
TRID_2855,CID_7351,2020-02-20,5,3,6.8,6.37,6.89,13,0
TRID_37850,CID_14261,2020-03-28,5,4,14.16,9.47,7.23,15,0
TRID_21165,CID_14412,2020-01-16,8,3,6.88,6.73,7.54,16,0
TRID_91301,CID_12370,2020-01-03,5,3,20.08,7.14,5.03,10,0
TRID_55805,CID_13844,2020-03-26,3,3,9.6,7.32,5.03,11,0
TRID_14387,CID_12842,2020-01-10,6,2,22.64,5.0,4.47,10,0
TRID_4423,CID_10752,2020-01-19,4,3,11.6,7.08,4.29,9,0
TRID_73192,CID_9854,2020-03-04,3,2,10.88,4.97,7.71,15,0
TRID_88656,CID_13819,2020-02-14,2,2,20.16,5.44,2.55,6,0
TRID_91776,CID_11116,2020-01-10,4,4,13.52,8.37,7.25,14,0
TRID_47953,CID_12579,2020-01-26,5,3,19.44,6.91,4.87,11,0
TRID_18607,CID_12051,2020-02-11,6,5,12.96,11.29,6.3,13,0
TRID_22116,CID_12827,2020-02-12,9,4,20.16,8.25,6.11,13,0
TRID_40706,CID_9554,2020-02-20,3,3,16.08,6.99,4.04,9,0
TRID_80510,CID_5004,2020-02-11,4,3,10.0,6.75,4.76,10,0
TRID_76231,CID_11215,2020-03-01,3,3,13.68,7.44,5.94,11,0
TRID_67220,CID_6543,2020-02-26,5,3,15.12,7.99,6.98,14,0
TRID_4332,CID_14402,2020-02-26,3,2,12.88,5.81,5.83,10,0
TRID_92975,CID_13304,2020-01-09,9,3,6.72,6.34,5.71,14,0
TRID_32675,CID_13492,2020-03-29,6,2,9.76,5.88,4.67,10,0
TRID_12170,CID_11141,2020-03-05,4,2,6.64,5.78,2.73,6,0
TRID_23764,CID_5814,2020-02-16,5,3,14.24,7.62,6.36,14,0
TRID_82396,CID_12025,2020-01-27,6,4,16.72,9.96,8.37,17,0
TRID_60947,CID_14830,2020-01-10,5,5,12.0,10.18,6.27,14,0
TRID_20302,CID_5202,2020-03-14,8,5,15.92,11.06,4.47,10,0
TRID_90146,CID_8184,2020-01-22,5,4,26.48,9.11,7.31,16,0
TRID_73832,CID_7076,2020-03-03,9,4,9.52,8.25,7.07,15,0
TRID_32594,CID_14913,2020-03-01,3,2,16.08,4.11,6.93,13,0
TRID_28270,CID_13067,2020-02-14,3,2,18.16,5.49,1.3,4,0
TRID_10157,CID_9988,2020-03-05,5,3,8.88,6.28,6.64,13,0
TRID_33580,CID_9522,2020-02-19,8,4,9.92,9.39,6.42,14,0
TRID_14679,CID_12287,2020-03-10,6,4,11.52,9.66,8.61,16,0
TRID_8191,CID_12558,2020-01-13,7,4,10.4,8.31,5.64,11,0
TRID_30885,CID_5140,2020-02-29,7,3,14.4,6.73,5.3,10,0
TRID_16097,CID_13278,2020-01-20,8,4,9.76,8.54,5.1,10,0
TRID_26338,CID_6863,2020-01-26,3,2,15.52,5.0,5.18,11,0
TRID_58831,CID_12920,2020-02-23,2,2,11.52,4.34,5.53,11,0
TRID_78081,CID_7811,2020-01-03,9,4,9.6,9.33,2.78,6,0
TRID_70111,CID_6630,2020-03-14,8,2,15.52,4.02,5.18,11,0
TRID_25464,CID_13563,2020-01-09,4,3,21.84,7.0,3.91,8,0
TRID_14643,CID_12099,2020-01-29,8,5,24.16,11.05,7.08,15,0
TRID_95597,CID_6734,2020-03-12,3,2,7.92,5.2,7.98,15,0
TRID_50697,CID_5384,2020-02-17,6,4,20.96,8.61,4.04,7,0
TRID_42170,CID_10571,2020-01-05,3,2,23.44,4.59,7.25,15,0
TRID_93974,CID_9169,2020-02-29,5,3,6.24,6.13,9.4,17,0
TRID_61962,CID_9537,2020-03-09,6,1,4.96,3.38,6.08,11,0
TRID_75701,CID_7000,2020-03-24,6,3,10.64,7.92,5.56,10,0
TRID_5328,CID_7965,2020-03-26,5,3,11.2,6.32,6.31,13,0
TRID_5638,CID_9069,2020-01-18,6,4,10.56,9.29,10.37,20,0
TRID_95058,CID_11264,2020-01-03,5,5,12.64,10.11,4.73,9,0
TRID_75963,CID_5809,2020-03-21,3,3,16.0,6.48,5.51,12,0
TRID_735,CID_10921,2020-03-26,5,3,12.56,6.7,4.85,9,0
TRID_25681,CID_10015,2020-03-08,4,4,16.96,9.94,5.04,10,0
TRID_40093,CID_10544,2020-02-03,6,4,11.12,9.99,4.14,10,0
TRID_38085,CID_9027,2020-01-29,4,3,18.48,6.47,5.5,11,0
TRID_13254,CID_6255,2020-02-04,5,3,10.16,6.4,8.88,17,0
TRID_76375,CID_8363,2020-02-28,5,2,16.32,5.14,9.59,17,0
TRID_89405,CID_5139,2020-01-10,5,3,15.6,7.17,6.84,13,0
TRID_94163,CID_5422,2020-01-25,4,2,6.56,4.79,5.65,12,0
TRID_23799,CID_6913,2020-03-02,7,3,11.04,7.95,5.66,11,0
TRID_42872,CID_7749,2020-01-25,4,2,18.48,5.04,5.22,11,0
TRID_68153,CID_12183,2020-02-24,6,2,20.08,4.16,6.04,11,0
TRID_77169,CID_12126,2020-01-25,10,4,18.72,9.16,4.58,10,0
TRID_21338,CID_10126,2020-03-19,6,2,6.96,5.2,5.88,12,0
TRID_78553,CID_14335,2020-01-21,6,4,8.08,8.01,4.12,10,0
TRID_67,CID_12313,2020-03-13,5,4,9.52,9.4,4.49,10,0
TRID_75857,CID_10468,2020-01-14,6,3,7.76,7.75,4.96,9,0
TRID_1307,CID_11927,2020-03-03,13,4,19.12,9.5,5.77,12,0
TRID_7234,CID_9188,2020-03-01,7,0,18.96,1.81,8.44,16,0
TRID_5667,CID_12936,2020-02-03,2,2,13.6,5.45,2.54,8,0
TRID_69531,CID_14038,2020-03-15,2,2,11.92,5.74,3.01,7,0
TRID_33413,CID_13576,2020-03-27,5,2,11.28,5.93,2.08,4,0
TRID_98800,CID_6114,2020-02-08,4,4,8.88,8.65,3.86,8,0
TRID_92628,CID_8422,2020-02-20,3,2,6.16,5.12,4.65,9,0
TRID_37887,CID_7201,2020-02-01,6,3,20.72,6.94,7.72,14,0
TRID_17453,CID_9615,2020-02-08,3,3,21.92,6.26,1.12,4,0
TRID_44924,CID_12216,2020-03-29,5,2,10.72,5.28,6.14,13,0
TRID_27964,CID_7521,2020-01-10,3,2,7.76,4.74,3.31,9,0
TRID_47777,CID_9621,2020-02-17,4,3,19.04,7.88,6.83,13,0
TRID_49206,CID_8772,2020-02-13,4,3,19.6,7.15,5.25,11,0
TRID_24526,CID_13513,2020-01-20,4,3,13.52,7.24,7.65,15,0
TRID_76782,CID_8547,2020-02-13,7,3,18.8,6.74,4.76,10,0
TRID_72218,CID_14466,2020-02-25,8,3,15.2,6.78,9.63,19,0
TRID_79691,CID_11993,2020-03-04,5,4,14.88,9.3,6.21,13,0
TRID_249,CID_13013,2020-03-22,5,4,12.32,8.44,4.82,11,0
TRID_34257,CID_10012,2020-01-29,5,4,11.52,9.6,8.25,16,0
TRID_14258,CID_13033,2020-01-12,5,5,22.96,10.84,2.67,5,0
TRID_36045,CID_9230,2020-03-15,5,3,7.92,7.7,2.05,5,0
TRID_40520,CID_5692,2020-02-25,6,4,9.52,8.76,8.07,17,0
TRID_92357,CID_13719,2020-01-23,6,4,11.36,9.3,5.28,11,0
TRID_54125,CID_7253,2020-02-06,8,5,14.96,11.57,6.31,12,0
TRID_92662,CID_8549,2020-01-20,5,4,9.2,8.58,6.14,14,0
TRID_33409,CID_10295,2020-03-25,7,2,9.76,4.4,6.07,12,0
TRID_14756,CID_12999,2020-03-16,5,3,8.64,6.4,6.84,14,0
TRID_18948,CID_5039,2020-03-04,6,3,16.32,7.01,5.58,10,0
TRID_87278,CID_9949,2020-01-17,9,3,9.84,6.56,6.79,13,0
TRID_12189,CID_14275,2020-01-26,4,3,13.84,6.41,6.63,13,0
TRID_74330,CID_12740,2020-01-07,4,4,12.16,9.31,7.46,14,0
TRID_63062,CID_10100,2020-01-04,3,3,14.16,7.75,3.68,8,0
TRID_10472,CID_10038,2020-02-22,6,3,7.6,7.26,4.19,9,0
TRID_333,CID_14192,2020-03-31,6,3,18.96,6.97,5.57,12,0
TRID_95859,CID_11803,2020-02-04,4,4,10.64,8.48,4.89,10,0
TRID_43750,CID_9721,2020-03-23,7,3,16.08,7.0,7.04,13,0
TRID_6373,CID_12627,2020-01-20,4,3,11.84,6.27,1.93,6,0
TRID_86160,CID_14536,2020-01-28,6,3,8.4,6.46,6.74,14,0
TRID_2144,CID_8011,2020-01-25,8,4,17.44,8.47,4.88,9,0
TRID_71544,CID_14518,2020-01-22,4,4,15.6,8.3,6.02,11,0
TRID_39107,CID_7353,2020-03-07,4,3,8.48,7.94,7.01,14,0
TRID_8301,CID_6670,2020-02-19,5,2,6.88,4.97,4.36,11,0
TRID_64366,CID_9188,2020-02-02,4,3,10.72,6.92,4.52,11,0
TRID_62584,CID_10848,2020-01-13,5,2,6.88,4.73,8.39,16,0
TRID_51645,CID_11558,2020-03-18,3,2,11.6,5.92,5.41,10,0
TRID_52104,CID_11215,2020-01-20,4,4,11.76,8.77,6.91,14,0
TRID_53333,CID_11518,2020-01-20,5,4,8.64,8.51,2.96,6,0
TRID_73608,CID_11983,2020-01-12,4,3,13.92,7.02,9.87,18,0
TRID_339,CID_12382,2020-02-18,4,4,16.56,8.59,10.54,19,0
TRID_68511,CID_13316,2020-01-09,3,3,18.96,6.11,3.82,9,0
TRID_6302,CID_14449,2020-02-06,8,4,17.92,9.47,3.42,8,0
TRID_65761,CID_12267,2020-03-30,4,4,13.6,9.5,7.18,15,0
TRID_81937,CID_13368,2020-02-09,5,3,24.48,6.22,3.38,7,0
TRID_20128,CID_10453,2020-03-01,5,3,8.88,7.09,5.71,12,0
TRID_92755,CID_10899,2020-03-04,5,4,15.28,9.3,5.94,12,0
TRID_61308,CID_10324,2020-02-15,5,3,12.08,7.56,5.44,12,0
TRID_77538,CID_12845,2020-03-13,5,4,9.92,9.85,7.56,15,0
TRID_90304,CID_14261,2020-03-30,2,2,7.04,5.66,3.24,8,0
TRID_23755,CID_10283,2020-01-16,3,3,10.56,6.51,4.75,11,0
TRID_16604,CID_14380,2020-01-25,4,3,11.12,7.04,2.9,6,0
TRID_15266,CID_6503,2020-03-06,4,3,7.76,6.51,4.84,9,0
TRID_77461,CID_10009,2020-02-06,4,4,9.52,9.21,2.56,7,0
TRID_71512,CID_14528,2020-02-27,10,4,20.72,8.97,4.41,9,0
TRID_56014,CID_12056,2020-01-06,3,3,8.0,6.55,4.73,11,0
TRID_74299,CID_7425,2020-02-04,8,3,16.4,7.09,5.17,10,0
TRID_88117,CID_6134,2020-01-13,6,3,14.48,6.92,7.11,14,0
TRID_52552,CID_9647,2020-03-09,7,2,15.6,4.82,4.47,9,0
TRID_23987,CID_12013,2020-02-27,6,4,13.92,8.42,7.95,16,0
TRID_3272,CID_7950,2020-03-28,9,3,14.96,7.6,4.91,10,0
TRID_96816,CID_13354,2020-01-15,4,4,16.56,8.8,5.46,9,0
TRID_24066,CID_10510,2020-03-24,5,3,16.24,6.75,2.71,5,0
TRID_32271,CID_12077,2020-01-22,7,6,23.44,12.76,4.42,8,0
TRID_73191,CID_8017,2020-03-07,4,3,12.8,6.28,5.51,11,0
TRID_35421,CID_9217,2020-01-27,4,4,15.12,8.55,3.5,8,0
TRID_98739,CID_10549,2020-01-25,3,3,22.56,7.15,5.93,12,0
TRID_46278,CID_8583,2020-03-10,3,3,19.52,6.48,2.23,7,0
TRID_5132,CID_9342,2020-02-22,4,3,11.52,6.67,6.29,14,0
TRID_89287,CID_7549,2020-02-06,4,2,17.36,4.36,4.84,10,0
TRID_44672,CID_9293,2020-02-27,11,1,22.0,3.37,2.04,5,0
TRID_82965,CID_10962,2020-03-26,5,3,8.88,6.19,6.74,14,0
TRID_32839,CID_11106,2020-03-07,6,2,16.64,4.77,4.6,9,0
TRID_14046,CID_8861,2020-02-25,6,5,14.4,11.37,3.16,8,0
TRID_96881,CID_10468,2020-03-23,3,2,14.96,4.9,5.95,12,0
TRID_56775,CID_5388,2020-03-29,4,4,8.32,8.12,10.79,23,0
TRID_32088,CID_10198,2020-01-20,3,2,9.2,5.26,6.5,13,0
TRID_43501,CID_8669,2020-03-21,4,3,11.6,7.63,6.1,13,0
TRID_46535,CID_8108,2020-02-08,2,2,11.68,5.84,7.56,15,0
